dwnom,beta2,beta1,beta3,beta4,beta5,south,rep,year
-.59799999,-.049763978,,,,0,0,1,1878
-.59799999,,,,,0,0,1,1880
-.59799999,-.057834148,.93217903,-.053911779,.03988719,0,0,1,1884
-.59799999,,,,,0,0,1,1886
-.59799999,-.084839702,.9312638,-.07900814,.054189444,0,0,1,1890
-.59799999,,,,,0,0,1,1892
-.52899998,-.11000943,.85061044,-.093575172,.27881336,0,0,1,1898
-.52899998,-.11965758,.85959369,-.1028569,.18789566,0,0,1,1900
-.52899998,-.14212877,.88091004,-.12520266,.1575219,0,0,1,1902
-.52899998,-.14264882,.93176478,-.13291514,.051279664,0,0,1,1904
-.52899998,-.13524002,.96919471,-.13107391,.094835103,0,0,1,1906
-.52899998,-.13523984,.99652857,-.13477036,.018011749,0,0,1,1908
-.54500002,-.076715708,.995736,-.07638859,.061869621,0,0,1,1910
-.54500002,-.079393506,.99759495,-.079202563,.017974734,0,0,1,1912
-.54500002,-.087917358,.98360264,-.086475745,.095522523,0,0,1,1914
-.57200003,-.08688572,.95641255,-.08309859,.075190842,0,0,1,1916
-.57200003,-.10888273,.89585924,-.097543597,.33186358,0,0,1,1918
-.45899999,-.11526549,.88046336,-.10148704,.17442858,0,0,1,1920
-.45899999,-.18058626,.91506261,-.16524774,.18410301,0,0,1,1922
-.45899999,-.18064858,.91396153,-.16510585,.25557208,0,0,1,1924
-.45899999,-.12150058,.85775548,-.10421779,.35370076,0,0,1,1926
-.45899999,-.12148538,.85715264,-.10413152,.22771448,0,0,1,1928
-.45899999,-.2182329,.95872945,-.20922631,.020555854,0,0,1,1930
-.45899999,-.21729484,.9887535,-.21485104,.016865134,0,0,1,1932
.27399999,-.21400577,.98240381,-.21024008,.1572451,0,0,0,1934
-.017999999,-.21400577,.9438982,-.20199966,.17943627,0,0,1,1936
-.017999999,-.088626742,.90749097,-.080427967,.26833558,0,0,1,1938
-.017999999,-.088210702,.84178215,-.074254192,.14007205,0,0,1,1940
-.177,-.072896689,.80741131,-.058857612,.37641513,0,0,1,1942
-.177,-.072925121,.83182639,-.06066104,.1927532,0,0,1,1944
-.177,-.11956292,.84380108,-.10088732,.24990481,0,0,1,1946
-.177,-.11955816,.85931849,-.10273854,.080109179,0,0,1,1948
-.177,-.11722809,.88395107,-.1036239,.23173124,0,0,1,1950
-.177,-.11722809,.91578019,-.10735516,.041435599,0,0,1,1952
-.177,-.13205439,.99037838,-.13078381,.00024992228,0,0,1,1954
-.177,-.1318163,.95087022,-.12534019,.041667819,0,0,1,1956
-.017999999,-.065871,.97500622,-.064224638,.075134516,0,0,0,1958
-.22499999,-.066213399,.95243579,-.063064009,.19261354,0,0,1,1960
.039000001,.072722018,.93787074,.068203852,.0010650754,0,0,1,1962
.039000001,.071343482,.94876909,.067688487,.053912878,0,0,1,1964
.359,.053622007,.97244966,.052144703,.13246191,0,0,0,1966
.359,.054028094,.93221343,.050365716,.18323684,0,0,0,1968
.359,.013033509,.95105708,.012395611,.18725109,0,0,0,1970
.359,.013307184,.94600898,.012588715,.0036169291,0,0,0,1972
-.155,-.023870289,.94719166,-.022609739,.14753103,0,0,1,1974
-.155,-.023873806,.99806762,-.023827672,.26390743,0,0,1,1976
-.155,.024160087,.95787203,.023142273,.36970299,0,0,1,1978
-.155,.027733743,.99250084,.027525764,.024477482,0,0,1,1980
-.139,-.01144737,.99571538,-.011398323,.27041221,0,0,1,1982
-.139,-.011451334,.94732416,-.010848125,.097195983,0,0,1,1984
.32100001,-.028920919,.95723647,-.027684158,.26435053,0,0,0,1986
.32100001,-.028920919,.94350338,-.027286984,.20393312,0,0,0,1988
.40400001,,,,,0,0,0,1990
-.28299999,.064806521,.98268116,.063684151,.10630727,0,0,1,1994
.40099999,.06503284,.94566715,.061499421,.25843692,0,0,0,1996
.40099999,.027641952,.96651536,.026716372,.2415024,0,0,0,1998
.40099999,.032974839,.99977815,.032967523,.27613211,0,0,0,2000
.40099999,.060361624,.98211682,.059282165,.19472647,0,0,0,2002
.40099999,.060361624,.98582184,.059505805,.32028365,0,0,0,2004
.40099999,.068860948,.9841435,.067769051,.097979188,0,0,0,2006
.48500001,.068708062,.98497581,.067675777,.13617218,0,0,0,2008
.48500001,.078036785,.95251089,.074330889,.29506958,0,0,0,2010
.48500001,,,,,0,0,0,2012
-.391,,.93859226,,.15322632,0,0,1,1872
-.391,-.10083982,.94519365,-.095313162,.13989335,0,0,1,1874
-.391,-.10572717,.8777045,-.092797212,.54077369,0,0,1,1876
-.391,,,,,0,0,1,1878
-.435,-.10702974,.93796504,-.10039015,.20684034,0,0,1,1884
-.435,-.11746839,.93755704,-.11013331,.14884573,0,0,1,1886
-.435,-.11977616,.92567039,-.11087324,.19186592,0,0,1,1888
-.435,-.1154716,.93361008,-.10780545,.11867273,0,0,1,1890
-.435,-.11412501,.87758613,-.10015453,.38377428,0,0,1,1892
-.435,-.20013076,.80004549,-.16011371,.45373189,0,0,1,1894
-.435,-.20035762,.8194102,-.16417508,.30174005,0,0,1,1896
-.51599997,-.10447079,.84958339,-.088756651,.25366998,0,0,1,1898
-.51599997,-.1141578,.85953665,-.098122813,.19141757,0,0,1,1900
-.51599997,-.1359463,.88104677,-.11977505,.16355693,0,0,1,1902
-.51599997,,,,,0,0,1,1904
-.50700003,-.11757445,.99311072,-.11676445,.07709372,0,0,1,1908
.28,.061915398,.99921805,.061866984,.03673327,0,0,0,1910
.28,.059237599,.99075514,.058689956,.18579173,0,0,0,1912
.28,-.043334603,.98172635,-.042542722,.014346063,0,0,0,1914
-.32499999,-.042302966,.95658267,-.040466283,.084179997,0,0,1,1916
-.32499999,-.049317688,.8926788,-.044024855,.25069207,0,0,1,1918
-.32499999,-.055700451,.87802482,-.048906378,.074557662,0,0,1,1920
-.32499999,-.1402258,.91445136,-.12822968,.15565205,0,0,1,1922
-.32499999,-.14028811,.9095214,-.12759504,.13125598,0,0,1,1924
-.32499999,-.11261588,.85672605,-.096480958,.30903202,0,0,1,1926
-.32499999,-.11260068,.85449034,-.096216194,.12465054,0,0,1,1928
-.498,-.15971699,.95528454,-.15257518,.044451952,0,0,1,1930
.13500001,-.15876341,.99027419,-.15721931,.063744426,0,0,0,1932
.13500001,-.21986511,.98228139,-.21596941,.15985692,0,0,0,1934
-.19400001,,,,,0,0,1,1936
-.098999999,-.097465694,.84987652,-.082833804,.35191077,0,0,1,1940
-.098999999,-.082151741,.80623782,-.066233844,.3553375,0,0,1,1942
-.098999999,-.082180172,.83258581,-.068422042,.21443611,0,0,1,1944
-.098999999,-.12227961,.84727061,-.10360392,.34357476,0,0,1,1946
-.259,-.12227485,.86370456,-.10560934,.15347427,0,0,1,1948
-.259,-.11770797,.88783383,-.10450511,.33605886,0,0,1,1950
-.259,-.11770797,.91706645,-.10794603,.079440236,0,0,1,1952
-.259,-.13080946,.99462575,-.13010645,.068818569,0,0,1,1954
.447,-.13057137,.9571346,-.12497437,.22680295,0,0,0,1956
.447,-.053822756,.97568166,-.052513875,.063762128,0,0,0,1958
.039000001,.02905941,.93839699,.027269263,.022542894,0,0,1,1960
-.23199999,.077595711,.95830971,.074360721,.24008298,0,0,1,1962
.47499999,.076218724,.95256287,.072603129,.13524222,0,0,0,1964
.47499999,.056466043,.97180426,.05487394,.11411738,0,0,0,1966
.47499999,.056872129,.93425226,.053132914,.28418636,0,0,0,1968
.47499999,.011233985,.94324726,.010596426,.087736368,0,0,0,1970
-.093000002,.01150766,.93340534,.010741311,.42738581,0,0,1,1972
-.093000002,-.018572479,.93595886,-.017383076,.59377146,0,0,1,1974
-.093000002,-.018575996,.99660826,-.01851299,.10873103,0,0,1,1976
-.082999997,.021335483,.96550679,.020599553,.57018435,0,0,1,1978
-.082999997,,,,,0,0,1,1980
-.082999997,-.036389798,.97155678,-.035354756,.54659432,0,0,1,1984
-.082999997,-.01626873,.93753737,-.015252543,.32419282,0,0,1,1986
-.082999997,-.01626873,.93670774,-.015239045,.02057004,0,0,1,1988
-.082999997,.028957665,.95573282,.027675791,.078204393,0,0,1,1990
-.082999997,.028623879,.9786759,.028013501,.057197571,0,0,1,1992
.336,.077426136,.99564445,.0770889,.48709893,0,0,0,1994
.336,.077652454,.95632952,.074261338,.52392173,0,0,0,1996
.336,-.0048989058,.97359204,-.0047695357,.46862233,0,0,0,1998
.336,.00043398142,.9925158,.0004307334,.040134907,0,0,0,2000
.29300001,.029300153,.98130131,.028752279,.19040167,0,0,0,2002
.29300001,.029300153,.98826867,.028956424,.41033745,0,0,0,2004
.29300001,.026360929,.99250746,.026163418,.34870744,0,0,0,2006
.29300001,.026208043,.99544454,.026088653,.10257399,0,0,0,2008
.29300001,.023036778,.97394282,.022436505,.16309011,0,0,0,2010
.29300001,,,,,0,0,0,2012
-.44800001,-.10299167,.87173486,-.089781426,.31766886,0,0,1,1876
-.44800001,-.083534062,,,,0,0,1,1878
-.44800001,,,,,0,0,1,1880
-.40200001,-.11768153,.93670392,-.11023276,.16933674,0,0,1,1884
-.40200001,-.13398597,.93891472,-.1258014,.18887347,0,0,1,1886
-.40200001,-.13629374,.92375267,-.1259017,.13598555,0,0,1,1888
-.40200001,-.11825112,.93170846,-.11017556,.064271569,0,0,1,1890
-.40200001,-.11690453,.87929952,-.1027941,.43423623,0,0,1,1892
-.40200001,-.20133045,.7996434,-.16099256,.44516665,0,0,1,1894
-.50199997,-.20155731,.82001925,-.16528088,.31917077,0,0,1,1896
-.50199997,-.14560437,.8496235,-.1237089,.24968863,0,0,1,1898
-.50199997,-.15525252,.86427855,-.13418142,.32061744,0,0,1,1900
-.50199997,-.17147323,.88335025,-.15147093,.22710878,0,0,1,1902
-.50199997,-.17199329,.93196011,-.16029088,.056725681,0,0,1,1904
-.50199997,-.16457123,.96862066,-.15940709,.078806818,0,0,1,1906
-.50199997,-.16457105,.99438727,-.16364735,.042110085,0,0,1,1908
.22499999,-.0030716658,.99713051,-.0030628517,.021017969,0,0,0,1910
-.391,-.005749464,.99885356,-.0057428726,.040201664,0,0,1,1912
-.391,-.090839654,.98334461,-.089326687,.083696008,0,0,1,1914
-.391,-.089808017,.95839411,-.086071476,.15225846,0,0,1,1916
-.391,,,,,0,0,1,1918
-.52200001,-.18564378,.91645664,-.17013447,.2419576,0,0,1,1922
-.52200001,-.18570609,.91576529,-.1700632,.2957952,0,0,1,1924
-.52200001,-.17061087,.86087555,-.14687473,.49178594,0,0,1,1926
-.52200001,-.17059568,.85859674,-.14647289,.28557891,0,0,1,1928
-.52200001,-.22884122,.95741171,-.21909526,.0042766333,0,0,1,1930
.221,-.22790316,.98757434,-.22507131,.026990473,0,0,0,1932
-.27700001,-.29449385,.98387194,-.28974423,.2164042,0,0,1,1934
-.27700001,-.29449385,.94689989,-.27885619,.2672295,0,0,1,1936
-.27700001,-.1583316,.90874052,-.14388235,.32261628,0,0,1,1938
-.34799999,-.15791556,,,,1,0,1,1940
-.34799999,-.1431115,.81453896,-.11656989,.55834389,0,0,1,1942
-.34799999,-.14313993,.83855045,-.12003005,.45841116,0,0,1,1944
-.34799999,-.17976555,.84905499,-.15263084,.41780871,0,0,1,1946
-.34799999,,,,,0,0,1,1948
-.23199999,-.17467412,.92012155,-.16072142,.21073395,0,0,1,1952
-.23199999,-.21430044,.98505062,-.21109678,.21295059,0,0,1,1954
-.23199999,-.21406235,.94797778,-.20292635,.11898792,0,0,1,1956
-.23199999,-.12964901,.98545486,-.12776326,.28192335,0,0,1,1958
-.23199999,,,,,0,0,1,1960
-.91600001,,,,,0,0,1,1872
-.44,-.13565549,,,,0,0,1,1876
.20299999,-.11618194,,,,0,0,,1878
.20299999,,,,,0,0,,1880
-.542,-.10610473,.9349308,-.099200584,.1197989,0,0,1,1884
-.542,-.13237399,.9366008,-.12398159,.12298888,0,0,1,1886
-.542,-.13468176,.92488092,-.12456459,.17012322,0,0,1,1888
-.542,-.13481408,.93457276,-.12599356,.14883721,0,0,1,1890
-.542,-.1334675,.87930536,-.11735868,.43294042,0,0,1,1892
-.542,-.20728815,.79796344,-.16540836,.39828002,0,0,1,1894
-.542,,,,,0,0,1,1896
-.44,-.19202283,.86548698,-.16619326,.35608828,0,0,1,1900
-.44,-.23008713,.88520956,-.20367533,.27728111,0,0,1,1902
-.44,-.23060718,.93393397,-.21537188,.11534983,0,0,1,1904
-.50999999,-.19358057,.96935463,-.18764822,.097930789,0,0,1,1906
-.50999999,-.19358039,.99646348,-.19289578,.014099598,0,0,1,1908
-.50999999,-.056865096,.99435854,-.056544293,.0940606,0,0,1,1910
-.50999999,-.059542894,.99976414,-.05952885,.11818022,0,0,1,1912
-.50999999,-.13669917,.98459208,-.13459292,.15279591,0,0,1,1914
-.53200001,-.13566753,.95802629,-.12997307,.16113549,0,0,1,1916
-.53200001,-.051242292,.89919722,-.046076927,.4467746,0,0,1,1918
-.53200001,-.057625055,.88096118,-.050765436,.21685487,0,0,1,1920
-.53200001,-.24073656,.9161756,-.22055696,.2398746,0,0,1,1922
-.53200001,-.24079888,.9135409,-.21997963,.25887376,0,0,1,1924
-.53200001,-.16940087,.86073899,-.14580993,.49958116,0,0,1,1926
-.55199999,-.16938567,.8579641,-.14532682,.31947219,0,0,1,1928
-.55199999,,,,,0,0,1,1930
-.289,,.93833917,,.13710064,0,0,1,1872
-.289,-.074944884,.9442693,-.070768155,.10271496,0,0,1,1874
-.289,-.079839855,.87913752,-.070190214,.63937306,0,0,1,1876
.086000003,-.060356677,,,,0,0,,1878
.086000003,,,,,0,0,,1880
-.421,,,,,0,0,1,1916
-.421,,,,,0,0,1,1918
-.421,-.084250748,,,.1500811,0,0,1,1920
-.421,,,,,0,0,1,1922
-.421,,,,,0,0,1,1924
-.421,-.12877536,,,.39282054,0,0,1,1926
-.421,,,,,0,0,1,1928
-.421,,,,,0,0,1,1930
-.421,-.20590475,,,.004311204,0,0,1,1932
-.421,,,,,0,0,1,1934
-.421,,,,,0,0,1,1936
-.421,-.11662984,,,.17354792,0,0,1,1938
-.27700001,,,,,0,0,1,1940
-.27700001,,,,,0,0,1,1942
-.27700001,-.087195963,,,.27092689,0,0,1,1944
-.27700001,,,,,0,0,1,1946
-.27700001,,,,,0,0,1,1948
-.27700001,-.10721388,,,.25483394,0,0,1,1950
-.092,,,,,0,0,1,1952
-.092,,,,,0,0,1,1954
-.092,-.13428861,,,.21563911,0,0,1,1956
.38699999,,,,,0,0,0,1958
.38699999,,,,,0,0,0,1960
.38699999,.083789229,,,.33233654,0,0,0,1962
.38699999,,,,,0,0,0,1964
.38699999,,,,,0,0,0,1966
.38699999,.080691516,,,.2348175,0,0,0,1968
.38699999,,,,,0,0,0,1970
.38699999,,,,,0,0,0,1972
.38699999,-.011974096,,,.20406508,0,0,0,1974
.38699999,,,,,0,0,0,1976
.38699999,,,,,0,0,0,1978
.35100001,,,,,0,0,0,1982
.35100001,,,,,0,0,0,1984
.35100001,,,,,0,0,0,1986
-.082999997,,,,,0,0,1,1994
-.082999997,,,,,0,0,1,1996
-.082999997,.0547418,,,.37882596,0,0,1,1998
-.082999997,,,,,0,0,1,2000
-.082999997,,,,,0,0,1,2002
-.082999997,.07447809,,,.56475741,0,0,1,2004
-.082999997,,,,,0,0,1,2006
-.082999997,,,,,0,0,1,2008
-.082999997,.086138308,,,.39733827,0,0,1,2010
.184,,,,,0,0,,2012
-.59399998,,,,,0,0,1,1918
-.59399998,,,,,0,0,1,1920
-.59399998,-.17596994,,,.20858127,0,0,1,1922
-.59399998,,,,,0,0,1,1924
-.32499999,,,,,0,0,1,1930
-.32499999,,,,,0,0,1,1932
-.32499999,-.23481318,,,.014921904,0,0,1,1934
-.32499999,,,,,0,0,1,1936
-.32499999,,,,,0,0,1,1938
-.32499999,-.11662984,,,.33338118,0,0,1,1940
-.32499999,,,,,0,0,1,1942
-.32499999,,,,,0,0,1,1944
-.32499999,-.12383592,,,.42600423,0,0,1,1946
-.098999999,,,,,0,0,1,1948
-.098999999,,,,,0,0,1,1950
-.098999999,-.10721388,,,.17215788,0,0,1,1952
-.098999999,,,,,0,0,1,1954
-.098999999,,,,,0,0,1,1956
-.098999999,-.064069033,,,.23297632,0,0,1,1958
-.098999999,,,,,0,0,1,1960
-.098999999,,,,,0,0,1,1962
-.098999999,.083789229,,,.17892975,0,0,1,1964
-.098999999,,,,,0,0,1,1966
-.098999999,,,,,0,0,1,1968
-.098999999,.025565535,,,.064631701,0,0,1,1970
.47499999,,,,,0,0,0,1972
.47499999,,,,,0,0,0,1974
.47499999,-.011974096,,,.25018179,0,0,0,1976
-.093000002,,,,,0,0,1,1978
-.093000002,,,,,0,0,1,1980
-.093000002,.0011429191,,,.47855365,0,0,1,1982
-.093000002,,,,,0,0,1,1984
-.093000002,,,,,0,0,1,1986
-.093000002,,,,,0,0,1,1988
-.088,,,,,0,0,1,1996
-.088,,,,,0,0,1,1998
-.088,.054861218,,,.16871297,0,0,1,2000
-.088,,,,,0,0,1,2002
-.088,,,,,0,0,1,2004
-.088,.075552523,,,.22767025,0,0,1,2006
-.088,,,,,0,0,1,2008
-.088,,,,,0,0,1,2010
-.088,,,,,0,0,1,2012
.35100001,-.0066611469,.92125285,-.0061366004,.22704625,0,0,0,1988
-.093000002,,,,,0,0,1,1990
-.093000002,,,,,0,0,1,1994
-.34,,,,,0,0,1,1872
-.419,-.21187305,.89748085,-.190152,.39218968,0,0,1,1874
-.419,-.21673062,.84112382,-.18229729,.26014632,0,0,1,1876
-.419,-.20282745,.83075994,-.16850093,.42142022,0,0,1,1878
-.419,-.20602188,.8380971,-.17266634,.34556752,0,0,1,1880
-.47400001,-.19072485,.83397651,-.15906005,.45251971,0,0,1,1882
-.47400001,-.19185853,.93844557,-.18004879,.24025291,0,0,1,1884
-.47400001,-.16930521,.97401106,-.16490515,.25981259,0,0,1,1886
-.47999999,-.17161298,.98901188,-.16972728,.14495605,0,0,1,1888
-.47999999,-.078181177,.99938476,-.078133076,.0072003603,0,0,1,1890
-.377,-.076834589,.93587375,-.071907476,.16918969,0,0,1,1892
-.377,-.24160743,.82959151,-.20043547,.35626924,0,0,1,1894
-.405,-.24183428,.83070624,-.20089325,.24073672,0,0,1,1896
-.405,-.11610302,.88540733,-.10279847,.20390612,0,0,1,1898
-.405,-.12574658,.91027367,-.1144638,.17236501,0,0,1,1900
-.405,-.10708514,.95456463,-.10221969,.21528906,0,0,1,1902
-.405,-.10760519,.9225986,-.099276394,.24230617,0,0,1,1904
-.405,-.12187991,.88185233,-.10748008,.25126064,0,0,1,1906
-.405,-.1217176,.94924676,-.11554004,.031623602,0,0,1,1908
-.405,-.20011386,.97380596,-.19487207,.033806741,0,0,1,1910
-.421,-.20279166,.98342693,-.19943078,.18517387,0,0,1,1912
-.421,-.10437262,.96773899,-.10100546,.25020659,0,0,1,1914
-.421,-.10334098,.95622694,-.09881743,.16609949,0,0,1,1916
-.421,-.11208931,.88673127,-.099393092,.23053068,0,0,1,1918
-.421,-.11847207,.88500571,-.10484846,.013524473,0,0,1,1920
-.421,-.12901089,.94966918,-.12251766,.16939259,0,0,1,1922
-.421,-.13558555,.92763352,-.1257737,.17505819,0,0,1,1924
-.421,.032489479,.95781022,.031118754,.11370111,0,0,1,1926
-.421,.032504678,.99870324,.032462526,.098315358,0,0,1,1928
-.421,-.15012267,.99101299,-.14877352,.12434393,0,0,1,1930
-.421,-.14918411,.96602285,-.14411525,.18564111,0,0,1,1932
-.421,-.11302131,.9819898,-.11098578,.068523407,0,0,1,1934
-.421,-.11302131,.97159827,-.10981131,.17671806,0,0,1,1936
-.421,-.055367827,.98682934,-.054638598,.14221567,0,0,1,1938
-.421,-.052942455,.98766297,-.052289303,.16225928,0,0,1,1940
-.421,-.017388582,.98354638,-.017102476,.0092538595,0,0,1,1942
-.090999998,-.017417014,.97250903,-.016938202,.18715858,0,0,1,1944
-.090999998,-.032535374,.98155069,-.031935118,.14357042,0,0,1,1946
-.090999998,-.032530606,.96926963,-.031530928,.37813443,0,0,1,1948
-.090999998,-.030476719,.98527187,-.030027853,.34550107,0,0,1,1950
-.090999998,-.030476719,.99305522,-.030265065,.11166173,0,0,1,1952
-.090999998,-.051804781,.99784291,-.051693033,.27723867,0,0,1,1954
-.090999998,-.05156669,.93089592,-.048003223,.11111671,0,0,1,1956
.035999998,.080221891,.93305773,.074851654,.37425894,0,0,1,1958
.035999998,.077982068,.97172225,.075776912,.48730874,0,0,1,1960
.035999998,.13370079,,,,0,0,1,1962
.035999998,.1323238,,,,0,0,1,1964
.035999998,.12676537,,,,0,0,1,1966
.035999998,.12717146,,,,0,0,1,1968
.035999998,.1473726,,,,0,0,1,1970
.035999998,.14764628,.92682922,.13684289,.42279309,0,0,1,1972
.035999998,.075734496,.84793514,.06421794,.27554172,0,0,1,1974
.035999998,.075730979,,,,0,0,1,1976
.035999998,.07146129,.81986701,.058588754,.49771154,0,0,1,1978
.035999998,.073583245,,,,0,0,1,1980
.035999998,.079400122,.82814717,.065754987,.45859081,0,0,1,1982
.035999998,.079396158,.82951391,.065860219,.55600584,0,0,1,1984
.035999998,,,,,0,0,1,1986
.59299999,.10669613,.87888622,.09377376,.085267067,0,0,0,1990
.59299999,.10675257,.91158271,.097313799,1,0,0,0,1992
.59299999,.14711332,.9152385,.13464378,.054813027,0,0,0,1994
.59299999,.14733964,.9764179,.14386506,.43437421,0,0,0,1996
.59299999,.11758697,.85996413,.10112058,.39429116,0,0,0,1998
.59299999,.11946601,.69867849,.083468333,.35203183,0,0,0,2000
.59299999,.14022845,.7236371,.10147451,1,0,0,0,2002
.59299999,.14022845,.6806398,.095445067,1,0,0,0,2004
.59299999,.12836093,.69147974,.088758983,.45857322,0,0,0,2006
.59299999,.12820804,.81088758,.10396231,.26474965,0,0,0,2008
.59299999,.11503679,.89333236,.10276608,1,0,0,0,2010
.42699999,,,,,0,0,0,2012
-.42199999,,,,,0,0,1,1872
-.42199999,-.14489532,.89601821,-.12982884,.22890902,0,0,1,1874
-.42199999,-.14971709,.84514642,-.12653287,.53843719,0,0,1,1876
-.42199999,-.15421942,.82930428,-.12789482,.27382773,0,0,1,1878
-.42199999,-.15515164,.83354038,-.12932515,.11978149,0,0,1,1880
-.31600001,-.12931919,.83168793,-.10755321,.21414441,0,0,1,1882
-.31600001,-.13045287,.93735123,-.12228016,.087545633,0,0,1,1884
-.31600001,-.11905912,.97276264,-.11581626,.11022955,0,0,1,1886
-.76700002,-.12136689,.98896873,-.12002806,.0810408,0,0,1,1888
-.76700002,-.095806688,.9985854,-.095671162,.086645842,0,0,1,1890
-.76599997,-.0944601,.93740726,-.08854758,.32285082,0,0,1,1892
-.76599997,-.26298198,.83037847,-.21837458,.43578398,0,0,1,1894
-.76599997,-.26320884,.83074999,-.21866074,.24662083,0,0,1,1896
-.76599997,-.13010246,.88577247,-.11524117,.24102926,0,0,1,1898
-.76599997,-.13832763,.9115153,-.12608775,.33558035,0,0,1,1900
-.76599997,-.12793446,.95571542,-.12226893,.37569815,0,0,1,1902
-.76599997,-.12845451,.92316759,-.11858504,.30722666,0,0,1,1904
-.76599997,-.14701465,.88291097,-.12980084,.38163602,0,0,1,1906
-.76599997,-.14724088,.94912362,-.1397498,.016704738,0,0,1,1908
-.76599997,-.2247003,.97367305,-.21878463,.058560312,0,0,1,1910
-.76599997,-.2273781,,,,0,0,1,1912
-.76599997,-.11219108,.96778095,-.10857639,.25560874,0,0,1,1914
-.76599997,,,,,0,0,1,1916
-.64899999,-.13071844,.9284355,-.12136364,.27971399,0,0,1,1924
-.64899999,.063697308,.95768869,.061002191,.088232875,0,0,1,1926
.30899999,.063712507,.9998939,.06370575,.1097647,0,0,0,1928
.30899999,-.11244923,.99247062,-.11160256,.044142604,0,0,0,1930
.30899999,-.11151117,.96734881,-.1078702,.059730768,0,0,0,1932
.30899999,-.072294235,.98210293,-.071000382,.049364865,0,0,0,1934
-.20900001,-.072294235,.97209918,-.070277169,.23782957,0,0,1,1936
-.20900001,-.027729094,.98700041,-.027368627,.16777396,0,0,1,1938
-.20900001,-.024561346,.98812777,-.024269748,.23158312,0,0,1,1940
-.20900001,.016539872,.98451298,.016283719,.11325371,0,0,1,1942
-.20900001,.01651144,.97160864,.016042657,.028353095,0,0,1,1944
-.20900001,.0033205152,.98017234,.0032546772,.097341657,0,0,1,1946
.35100001,.0033252835,.97344744,.0032369888,.092892408,0,0,0,1948
.35100001,.0012697875,.98743594,.0012538339,.038626671,0,0,0,1950
.315,.0012697875,.99122405,.0012586439,.19272113,0,0,0,1952
.315,-.012923896,.99777132,-.012895093,.22443116,0,0,0,1954
.315,-.012685806,.93646121,-.011879764,1,0,0,0,1956
.315,.11015213,.93998545,.1035414,1,0,0,0,1958
.315,.10979748,.97931093,.10752587,.35581768,0,0,0,1960
.315,.14004982,.91519213,.12817249,1,0,0,0,1962
.315,.13867283,.96223235,.13343549,1,0,0,0,1964
